Company,Embedding_Dim0,Embedding_Dim1,Embedding_Dim2,Embedding_Dim3,Embedding_Dim4,Embedding_Dim5,Embedding_Dim6
A,-0.5058919191360474,1.2037829160690308,-0.1975141167640686,-2.2651963233947754,0.16151247918605804,1.0153470039367676,2.610889196395874
AAL,-0.5692954063415527,2.99711275100708,0.6211314797401428,3.5605828762054443,-0.7371546030044556,-1.0134462118148804,0.6352819204330444
AAP,-1.1673998832702637,1.485060453414917,-1.8545979261398315,1.4459432363510132,-3.147966146469116,-2.8220694065093994,0.18771274387836456
AAPL,-0.04729045554995537,-0.9847784638404846,0.44482970237731934,-1.761579990386963,0.012123281136155128,-4.256260395050049,1.1020512580871582
ABC,0.44457340240478516,2.4664881229400635,0.8711400032043457,-0.7948602437973022,-2.051964044570923,2.1275413036346436,0.29360267519950867
ABMD,-0.46759095788002014,0.797668993473053,0.3820093274116516,-0.6793590188026428,-0.4468172788619995,0.4650079607963562,0.48313599824905396
ABT,-0.360263854265213,0.8855491876602173,0.5107652544975281,-0.7774060964584351,-0.5072208046913147,0.5796573162078857,0.47581326961517334
ACN,-0.48882511258125305,-0.41843879222869873,-0.46351686120033264,0.04243171960115433,0.37491145730018616,-1.2864235639572144,0.7734199166297913
ADBE,-1.080232858657837,-1.4453725814819336,2.4971792697906494,3.4472343921661377,0.8840343952178955,-4.494401454925537,0.6328229308128357
ADI,-0.5167202949523926,-0.03756202012300491,1.6182026863098145,-0.3078022599220276,-0.13445903360843658,-3.4337351322174072,-0.2558472454547882
ADM,-0.7806262969970703,-0.5100698471069336,-0.1852671056985855,-0.2826201319694519,-2.010870933532715,2.574476957321167,2.934676170349121
ADP,1.2476965188980103,-0.8310708999633789,-0.498755544424057,-1.0190998315811157,0.41664740443229675,-2.1044108867645264,3.1661031246185303
ADS,-1.156433343887329,-0.9955245852470398,1.2026814222335815,1.19785475730896,1.4688400030136108,-2.3371458053588867,1.3657184839248657
ADSK,2.2537426948547363,1.6331905126571655,1.934612512588501,1.2591596841812134,-1.3905967473983765,-4.049043655395508,-0.18953895568847656
AEE,0.37206509709358215,0.10335051268339157,2.7928099632263184,2.050910472869873,-0.28911200165748596,0.5928545594215393,0.666667103767395
AEP,-0.3382921814918518,0.40471792221069336,2.969860315322876,2.1416940689086914,0.4169166684150696,0.35611826181411743,0.6827729344367981
AES,0.4060271680355072,0.9829270839691162,4.764664649963379,2.960383653640747,-1.1207820177078247,1.111809253692627,0.06943589448928833
AFL,-0.3873303532600403,3.7156546115875244,-0.1279550939798355,-1.896431565284729,0.19842612743377686,2.3832437992095947,1.7775907516479492
AGI,1.8889491558074951,-0.30388012528419495,-0.25854700803756714,0.8224881291389465,-3.780672073364258,-0.8695899844169617,1.4738420248031616
AIG,0.004818044602870941,4.984936237335205,-2.0986862182617188,-0.19680124521255493,1.1369155645370483,-0.3517548441886902,3.416443109512329
AIZ,0.040719687938690186,4.797455310821533,-2.1390299797058105,-0.16685189306735992,1.061912178993225,-0.4662133455276489,3.368009090423584
AJG,0.5431735515594482,4.158227920532227,-2.3146257400512695,-0.005803774110972881,0.8129395246505737,-0.15078096091747284,4.19306755065918
AKAM,-0.31730201840400696,-1.2926225662231445,-0.5630478858947754,-2.867802143096924,0.4589442014694214,-4.019539833068848,3.713801145553589
ALB,-0.19776901602745056,0.5633928775787354,0.8026805520057678,-1.102356195449829,-2.3201749324798584,-0.3892918527126312,-0.36728984117507935
ALGN,-0.10163071751594543,1.740404725074768,0.9873161911964417,-2.552825927734375,-1.769640564918518,0.8815474510192871,0.22149883210659027
ALK,-0.5255350470542908,3.030902862548828,0.5378335118293762,3.578457832336426,-0.768929123878479,-0.9831345677375793,0.6364054679870605
ALL,1.3679656982421875,2.086667776107788,-0.2398214489221573,-0.8531856536865234,1.2675771713256836,-0.6265977025032043,3.0361034870147705
ALXN,-0.02652101032435894,3.4368181228637695,0.8546942472457886,0.8381364345550537,0.8582813739776611,1.618188738822937,1.8049592971801758
AMAT,-0.4672742187976837,0.09937635064125061,1.9101547002792358,-0.6013116240501404,-0.21017275750637054,-4.363011837005615,-0.2515821158885956
AMD,-0.5116265416145325,0.022738885134458542,1.6958062648773193,-0.33444860577583313,-0.21836403012275696,-3.5471904277801514,-0.2867166996002197
AME,-2.1377980709075928,0.7815684080123901,2.908879280090332,1.291037678718567,-2.1283628940582275,1.6804068088531494,-1.5889264345169067
AMGN,-0.0096613559871912,3.330326795578003,0.8459992408752441,0.8574493527412415,0.839883029460907,1.473732829093933,1.7774255275726318
AMP,1.3476173877716064,2.500340700149536,-0.48058027029037476,-1.581528663635254,-3.2553842067718506,-1.352590799331665,0.18153294920921326
AMX,-2.2394890785217285,-1.8864802122116089,0.45277541875839233,-0.9549081325531006,1.6051667928695679,-3.469120740890503,2.6319594383239746
AMZN,-1.743040919303894,-1.0657291412353516,0.7408097386360168,0.8244684934616089,1.426558256149292,-1.579232096672058,1.2547554969787598
ANSS,2.2599267959594727,1.5970193147659302,1.8302695751190186,1.2054704427719116,-1.2956386804580688,-3.972174882888794,-0.1303071677684784
ANTM,0.09169203788042068,2.3656809329986572,1.21748685836792,-2.0122687816619873,-1.9771981239318848,1.1921461820602417,-0.09956380724906921
AOS,2.2704076766967773,1.3149340152740479,3.070624351501465,-0.632300615310669,0.846045732498169,-1.195363998413086,0.7185924053192139
APD,0.26272061467170715,-1.2277418375015259,4.315953731536865,-1.707732915878296,-4.17214822769165,1.3984065055847168,-0.12995338439941406
APH,-2.9059503078460693,-4.753289222717285,0.01213841512799263,0.5836236476898193,-0.326943039894104,-3.8435237407684326,1.690231204032898
ARTNA,-0.17243033647537231,1.5597755908966064,-0.13689471781253815,1.676683783531189,-3.98307466506958,2.4105064868927,0.9452432990074158
ASH,-0.046540722250938416,0.453673392534256,0.8542946577072144,-0.903840959072113,-2.085878372192383,-0.44778454303741455,-0.3305968940258026
ATNI,-2.3362555503845215,-1.5762358903884888,2.297438859939575,0.7286071181297302,2.2173094749450684,-1.4788520336151123,1.9066697359085083
ATO,1.111227035522461,-0.8384165167808533,5.766836166381836,1.333695888519287,-2.426759719848633,0.7096941471099854,-0.6081426739692688
ATVI,-1.2780368328094482,-0.12087089568376541,-0.2533639073371887,1.745420217514038,0.5995767712593079,-3.4836156368255615,0.7767838835716248
AUY,1.8098886013031006,-0.27064019441604614,-0.2551265358924866,0.9057651162147522,-3.650766372680664,-0.7843350768089294,1.4259588718414307
AVGO,-0.5875793695449829,-0.06186850368976593,1.578705906867981,-0.33257877826690674,-0.11217815428972244,-3.3305087089538574,-0.23969632387161255
AVY,0.1538962572813034,0.5842577219009399,0.4196886420249939,-0.8309493064880371,-1.454601764678955,-0.5929704308509827,-0.09067075699567795
AWK,-0.13222625851631165,1.5568363666534424,-0.12671692669391632,1.7232786417007446,-3.925511598587036,2.4933624267578125,0.9935399889945984
AZO,-0.721463680267334,1.25785493850708,-1.7942906618118286,0.5387272834777832,-2.6465110778808594,-3.42266845703125,0.10898014158010483
BA,-1.1087043285369873,2.758495569229126,1.0963881015777588,2.0736348628997803,1.0403724908828735,-1.8212790489196777,0.7879593372344971
BAX,-0.46180543303489685,0.8605732321739197,0.5292845368385315,-0.8559132814407349,-0.5364716649055481,0.5591038465499878,0.5093389749526978
BBL,2.6983792781829834,-0.9648488759994507,0.6869301795959473,-0.6213470697402954,-3.4403483867645264,-0.780025064945221,2.065298080444336
BCPC,-0.41816189885139465,0.5507702231407166,0.812147855758667,-1.1390796899795532,-2.191936492919922,-0.46393516659736633,-0.36500999331474304
BDX,-0.4342228174209595,0.8059055209159851,0.5480678677558899,-0.7106675505638123,-0.5066089630126953,0.47359758615493774,0.4443182647228241
BEN,1.2744084596633911,2.5356638431549072,-0.552923321723938,-1.5641411542892456,-3.33506441116333,-1.1317366361618042,0.18241505324840546
BF.B,-1.0918058156967163,-0.03061152994632721,-1.6347023248672485,-0.9646965265274048,0.9714094996452332,-0.18768280744552612,5.71347713470459
BG,-1.0945760011672974,-0.3912695646286011,0.047398339956998825,-1.0022995471954346,-1.6652394533157349,3.2418694496154785,3.489886522293091
BGS,-0.08772151172161102,0.5166919231414795,-0.6068799495697021,0.7598404288291931,-1.5109084844589233,1.4423717260360718,2.040168285369873
BIDU,-5.037365436553955,-1.9918841123580933,0.8277790546417236,0.8001546859741211,-0.308139830827713,-3.3314926624298096,-0.014929738827049732
BIIB,0.011083977296948433,3.443708658218384,0.8052857518196106,0.8074715733528137,0.8373274207115173,1.5341334342956543,1.804624319076538
BIP,0.3853578269481659,0.11147283017635345,2.7698795795440674,2.115952491760254,-0.33352452516555786,0.6250717639923096,0.7583350539207458
BKNG,-2.6958727836608887,1.1021150350570679,-1.9855443239212036,3.5180771350860596,-1.2161563634872437,-0.5259225964546204,2.1077380180358887
BLK,1.3103995323181152,2.4772112369537354,-0.4304528832435608,-1.6670156717300415,-3.2645206451416016,-1.4430943727493286,0.08529450744390488
BLL,-0.8120185732841492,1.088778018951416,1.8010683059692383,0.053957968950271606,1.2816890478134155,-1.7925316095352173,0.43078720569610596
BMY,-0.1204569935798645,3.3834524154663086,0.8417892456054688,0.7742988467216492,0.8998497724533081,1.507080316543579,1.8087964057922363
BP,-0.4307580292224884,1.3961811065673828,1.9607069492340088,-1.737478256225586,-3.620356559753418,-0.875527560710907,-1.585668921470642
BR,0.6205287575721741,3.1506659984588623,-1.745111346244812,-2.2098073959350586,-0.2561451196670532,-1.7404375076293945,1.6602375507354736
BRK.B,3.987769842147827,5.8895440101623535,-2.352109432220459,2.7064290046691895,-1.2985060214996338,-2.8387954235076904,3.7876265048980713
BSX,-0.39018183946609497,0.8889615535736084,0.4072800874710083,-0.7817642688751221,-0.5428354740142822,0.6186765432357788,0.6742972135543823
BTI,-4.7356791496276855,1.0531585216522217,-1.2995837926864624,-2.856714963912964,-1.9206931591033936,1.2820250988006592,2.4627363681793213
BWA,0.18279433250427246,2.8039863109588623,-5.314331531524658,2.5806496143341064,-5.207363128662109,-7.3707499504089355,2.5876307487487793
CAG,-0.0910811498761177,0.5557428002357483,-0.6314330101013184,0.6691997051239014,-1.5334630012512207,1.4531452655792236,2.119194269180298
CAH,0.3716408312320709,2.33134126663208,0.8214863538742065,-0.6672932505607605,-2.013970136642456,2.1189210414886475,0.3663862645626068
CASY,-2.7289023399353027,2.4478936195373535,-2.3619751930236816,-0.5340433120727539,-0.8531463742256165,2.029240131378174,3.2800185680389404
CAT,2.092926502227783,1.8207149505615234,3.3474717140197754,0.3604834973812103,0.9084746837615967,-1.547646403312683,0.28203144669532776
CB,1.1146835088729858,1.838507056236267,-0.036717064678668976,-0.8850353360176086,1.3462543487548828,-0.5353356599807739,2.8290393352508545
CCK,-0.7291340231895447,1.0690048933029175,1.7004024982452393,0.05753723159432411,1.1861708164215088,-1.7668737173080444,0.4026268720626831
CCL,-2.751976251602173,2.1738479137420654,-2.2628278732299805,2.963059902191162,-0.7991565465927124,-1.9659013748168945,2.0438570976257324
CCOI,-2.4765357971191406,-3.8064117431640625,2.014373779296875,-1.9213356971740723,1.4511210918426514,-3.0288021564483643,3.055015802383423
CDNS,-0.18427182734012604,0.0881103128194809,1.7213232517242432,1.1002734899520874,0.17666055262088776,-4.75608491897583,0.10382450371980667
CE,-0.15496979653835297,0.6611660122871399,0.8041819334030151,-1.2227487564086914,-2.286134958267212,-0.5138679146766663,-0.32972756028175354
CENT,1.4705133438110352,-0.06866234540939331,0.8696854710578918,-1.324228286743164,0.9084303379058838,1.1244183778762817,4.467417240142822
CERN,1.594974398612976,2.800171136856079,1.5409364700317383,-3.753603935241699,-3.3791325092315674,2.9972851276397705,1.703373908996582
CF,-0.6111815571784973,-0.8547720313072205,-0.03630892559885979,-0.40210235118865967,-2.589709997177124,3.0958597660064697,3.659975051879883
CHD,1.7595373392105103,0.4703695476055145,1.3837591409683228,-1.0095008611679077,1.3013004064559937,-0.5442696809768677,3.2060539722442627
CHRW,-0.24012719094753265,3.8692140579223633,2.153770923614502,2.2301859855651855,-0.7535373568534851,-0.3642684519290924,-0.5956355929374695
CI,-1.4639863967895508,1.505764126777649,-0.14168401062488556,-2.01011061668396,-1.236127257347107,1.3277968168258667,1.164498209953308
CINF,1.3753777742385864,2.065549850463867,-0.18654422461986542,-0.8837964534759521,1.3384212255477905,-0.5112539529800415,3.0593130588531494
CL,1.0562551021575928,0.06739237904548645,2.055528163909912,-0.3859175443649292,2.2010326385498047,-0.7942086458206177,3.7190544605255127
CLNE,-0.6433390378952026,2.201312780380249,0.601772665977478,1.9087804555892944,-3.544826030731201,-0.7749922871589661,-1.0862501859664917
CLPHY,-0.3226664364337921,0.33455950021743774,3.0250136852264404,2.0704617500305176,0.37183284759521484,0.392380952835083,0.6279619932174683
CLX,1.6674795150756836,0.5082561373710632,1.2209736108779907,-0.9184138178825378,1.259333610534668,-0.5482998490333557,3.050347328186035
CMC,2.4250504970550537,-0.5260935425758362,0.4052170515060425,-0.2019277811050415,-2.890683889389038,-0.6404548287391663,1.805182695388794
CMCL,1.9996968507766724,-0.40083253383636475,-0.19449105858802795,0.7754014730453491,-3.714012861251831,-0.9382780194282532,1.5429338216781616
CMCSA,-4.185887336730957,-2.0287671089172363,-1.598820447921753,-2.0937371253967285,-0.1044669821858406,-1.7524806261062622,3.360501289367676
CME,1.7629985809326172,1.2834429740905762,-1.2202107906341553,-0.2953304946422577,-1.5686891078948975,-1.7649043798446655,1.5904197692871094
CMG,-0.6266482472419739,1.526786208152771,-1.4820475578308105,1.90129816532135,-2.050283670425415,1.1393998861312866,2.360809803009033
CMI,2.124619960784912,1.670958399772644,3.266118288040161,0.35649287700653076,0.8794857859611511,-1.3546026945114136,0.28036797046661377
CMS,0.2688452899456024,0.07782966643571854,2.741063117980957,2.1249160766601562,-0.24222783744335175,0.5929244160652161,0.7743803858757019
CNC,0.1714172065258026,2.401097536087036,1.1713743209838867,-1.8647332191467285,-1.767174482345581,1.0654001235961914,-0.12099332362413406
CNK,-4.048363208770752,-1.0950944423675537,-2.45503830909729,-0.08271479606628418,-2.0107433795928955,-0.7730191946029663,2.4916515350341797
CNP,0.34683623909950256,0.11618183553218842,2.937544584274292,2.146162986755371,-0.2843531668186188,0.5771506428718567,0.695414125919342
CNX,-0.26217859983444214,-0.10702952742576599,1.9448562860488892,0.2226957231760025,-3.2524921894073486,-0.10712500661611557,-0.8496396541595459
COG,-0.27030572295188904,-0.0587272047996521,1.9337592124938965,0.17800651490688324,-3.3643391132354736,-0.14197278022766113,-0.8981434106826782
COO,-0.09118681401014328,1.781595230102539,1.27322256565094,-2.5067670345306396,-1.7867546081542969,0.8658879995346069,0.09620510041713715
COP,-0.20739799737930298,-0.1197456642985344,1.9271355867385864,0.15384989976882935,-3.1810028553009033,-0.07065252959728241,-0.789948582649231
COST,-2.718372106552124,1.4873406887054443,-1.0535136461257935,1.3485519886016846,0.3262529671192169,2.0669589042663574,3.793290853500366
CPB,-0.05640280619263649,0.455651193857193,-0.7335683107376099,0.7861116528511047,-1.6091057062149048,1.3608074188232422,2.216243028640747
CPE,-0.197895348072052,-0.11383019387722015,1.9827443361282349,0.15870511531829834,-3.2750136852264404,-0.06230471283197403,-0.7836780548095703
CPRT,-1.8934093713760376,1.655501127243042,1.1744643449783325,-0.36458146572113037,1.3156001567840576,-2.003657817840576,0.5697047710418701
CPYYY,0.43701282143592834,0.13063780963420868,2.9694015979766846,2.265282154083252,-0.346018522977829,0.5911301970481873,0.789396345615387
CRM,-1.7023651599884033,-0.577555239200592,1.1668378114700317,1.9630005359649658,2.1142773628234863,-4.707447052001953,1.7597286701202393
CSCO,-2.421255111694336,-4.024637699127197,-0.26612570881843567,0.6122313737869263,-0.17958420515060425,-3.2960574626922607,1.8344175815582275
CSX,-0.48389139771461487,2.119199514389038,-0.8394386172294617,2.989863395690918,-2.4749228954315186,-1.838296890258789,0.3474579155445099
CTAS,-1.9665894508361816,1.6844351291656494,1.178168773651123,-0.2863629162311554,1.3344597816467285,-2.1034984588623047,0.5691642165184021
CTL,-2.1969096660614014,-3.0155670642852783,0.5987662076950073,-1.58729887008667,1.5798137187957764,-2.944147825241089,3.54644775390625
CTSH,-0.44103315472602844,0.10765612125396729,-0.6320033073425293,-0.7904080152511597,0.05115993693470955,-0.6816097497940063,0.6828430891036987
CTXS,-0.4425194561481476,-0.16396676003932953,1.3744721412658691,1.1414700746536255,2.3922698497772217,-4.698174476623535,2.3522121906280518
CVS,-1.2433212995529175,1.5857512950897217,-0.38874489068984985,-2.055236577987671,-1.1005862951278687,1.1073626279830933,1.3096202611923218
CVX,-0.35939550399780273,0.3918198049068451,2.2464540004730225,-0.18260806798934937,-3.790923595428467,-0.07361520826816559,-1.1374397277832031
CWCO,-0.21631385385990143,1.5506240129470825,-0.06258919835090637,1.7248209714889526,-3.8462140560150146,2.433136463165283,0.9153392910957336
CXO,-0.16504204273223877,-0.0410568043589592,2.011276960372925,0.15243098139762878,-3.321960210800171,-0.04480315372347832,-0.8529995083808899
DAL,-0.435483455657959,3.1261439323425293,0.5972788333892822,3.6414406299591064,-0.7478216290473938,-1.0358364582061768,0.6769381165504456
DAR,-0.8108351826667786,-0.37277287244796753,-0.13336342573165894,-0.7044385671615601,-1.32660710811615,2.918954372406006,3.787814140319824
DE,-0.6660470962524414,-1.2255487442016602,-0.38751640915870667,-0.6758276224136353,-3.64449405670166,3.2369518280029297,4.124115467071533
DEO,-0.7116196155548096,-0.036086466163396835,-1.2261873483657837,-0.24096959829330444,1.346462607383728,-0.20994232594966888,5.873491287231445
DGICA,1.2278212308883667,2.0327491760253906,-0.16279639303684235,-0.8991767764091492,1.3121355772018433,-0.5707159042358398,3.017184257507324
DGX,-1.449110984802246,1.5675170421600342,-0.13670331239700317,-2.1039376258850098,-1.1786171197891235,1.255716323852539,1.1887098550796509
DHI,2.6422035694122314,1.9072248935699463,2.5931737422943115,-0.5401996374130249,0.7012059092521667,-1.1022157669067383,0.7272804975509644
DHR,-0.41354840993881226,0.9095291495323181,0.3833194077014923,-0.7889642715454102,-0.5083882212638855,0.41693115234375,0.5263236165046692
DIS,-4.5078043937683105,-1.5538244247436523,-1.403383493423462,-0.8781410455703735,-0.541310727596283,-0.9303881525993347,2.487239360809326
DISCA,-4.831366539001465,-1.6317650079727173,-0.38700544834136963,-0.22363832592964172,0.2816227078437805,-1.0072977542877197,2.248765707015991
DISH,-4.097616195678711,-1.4498931169509888,-1.0442416667938232,-0.43748462200164795,0.43900638818740845,-1.7441290616989136,2.8196213245391846
DLTR,-1.8803702592849731,3.5301711559295654,-1.644109845161438,1.208928108215332,-0.7556794285774231,2.109565496444702,2.6908559799194336
DOV,-0.05517300218343735,0.5270246267318726,0.36746469140052795,0.2181558459997177,-0.4491853713989258,-0.31633949279785156,0.33058175444602966
DPZ,-0.5746345520019531,1.6695919036865234,-1.4942883253097534,1.962197184562683,-2.143794298171997,1.2113505601882935,2.443150520324707
DRI,-0.3997403681278229,1.5455571413040161,-1.3996771574020386,1.767465353012085,-2.0034775733947754,1.2770746946334839,2.3480396270751953
DTE,0.3524048924446106,0.2132243812084198,2.9309799671173096,2.238845109939575,-0.21323494613170624,0.5649386644363403,0.6805257201194763
DUK,-0.3589995801448822,0.3858877718448639,2.9938948154449463,2.1226189136505127,0.4441410303115845,0.3135487139225006,0.6673533916473389
DVA,-1.290544867515564,1.5186721086502075,-0.2863975167274475,-2.1015312671661377,-1.245331048965454,1.1277095079421997,1.23819899559021
DVN,-0.2607332766056061,-0.0511435829102993,1.7893950939178467,0.12517866492271423,-3.221290111541748,-0.15883883833885193,-0.8192543387413025
DXCM,-0.4662039279937744,0.9792017936706543,0.4944799840450287,-0.8556738495826721,-0.634743869304657,0.6692584753036499,0.5396212339401245
EA,-4.372654914855957,-1.2146897315979004,0.08826689422130585,1.7820717096328735,0.12545931339263916,-3.293346881866455,0.7066709399223328
EBAY,-2.828333854675293,-1.2732155323028564,1.9239896535873413,3.209632635116577,0.5088412165641785,-1.7128229141235352,0.9671758413314819
ECL,-0.24372275173664093,0.6271107196807861,0.7321786880493164,-1.2017712593078613,-2.3508307933807373,-0.4472842216491699,-0.3499443233013153
ED,0.3037309944629669,0.11427115648984909,2.8985390663146973,2.171363115310669,-0.3234344720840454,0.6447877883911133,0.7124581933021545
EFX,0.09532876312732697,0.04120167717337608,-0.7650324106216431,-2.9546966552734375,-3.164376974105835,-2.589224338531494,1.251117467880249
EIG,1.3368308544158936,2.111454486846924,-0.33050450682640076,-0.8626923561096191,1.243660569190979,-0.6809085607528687,3.021228075027466
EIX,-0.33281081914901733,0.37830495834350586,2.9787514209747314,2.151008129119873,0.46576541662216187,0.3021777868270874,0.7289772033691406
EL,-0.42437323927879333,-0.7524083852767944,3.1908986568450928,0.4615603983402252,2.3030805587768555,0.23220066726207733,3.269773244857788
ELP,-0.37457260489463806,0.39722925424575806,2.9222495555877686,2.1076550483703613,0.4396291971206665,0.3377847969532013,0.6233519315719604
EMN,-2.3663578033447266,0.3984438478946686,0.86898273229599,-3.714289903640747,-0.6096137166023254,-2.515824794769287,0.8253313899040222
EMR,-2.0589282512664795,0.9285191297531128,3.0837113857269287,1.051781177520752,-2.1059813499450684,1.9976511001586914,-1.7270185947418213
ENIA,-0.33514270186424255,0.4156602621078491,3.092444658279419,2.117661476135254,0.41130530834198,0.3072183430194855,0.5816588997840881
EOG,-0.16533008217811584,-0.07699648290872574,1.938023567199707,0.09099297225475311,-3.1948328018188477,-0.0639381855726242,-0.7668343782424927
EONGY,0.32303500175476074,0.06836806982755661,2.8557839393615723,2.252495288848877,-0.276908278465271,0.637725293636322,0.7950519919395447
EPD,0.07342658191919327,1.8154964447021484,2.791966438293457,0.613179624080658,-2.95198130607605,-0.07816820591688156,-1.5759227275848389
EQT,-0.3503786027431488,-0.0042671761475503445,1.971051573753357,0.20666474103927612,-3.420286178588867,-0.0587577186524868,-0.870208740234375
ERF,-0.18127940595149994,-0.07786381989717484,1.9520349502563477,0.1832229495048523,-3.277843952178955,-0.10001267492771149,-0.7945491075515747
ES,-0.4698185920715332,0.5539624094963074,3.1515285968780518,2.1902174949645996,0.46933016180992126,0.26604029536247253,0.5969271063804626
ETR,-0.32999271154403687,0.40841203927993774,2.984260082244873,2.1617753505706787,0.547053873538971,0.23779083788394928,0.6994693279266357
EW,-0.4088176190853119,0.8884176015853882,0.450066477060318,-0.7243106365203857,-0.5197330713272095,0.53928142786026,0.48826685547828674
EXC,-0.4223715662956238,0.4284627139568329,2.9871551990509033,2.1215875148773193,0.42731529474258423,0.35423749685287476,0.6265438199043274
EXPD,-0.21091671288013458,3.728214740753174,2.067910671234131,2.260564088821411,-0.8184165358543396,-0.38161489367485046,-0.5484258532524109
EXPE,-3.131481647491455,0.2502448260784149,-0.14923837780952454,3.4677445888519287,-0.12068305909633636,-1.7467490434646606,0.9045357704162598
