Company,Embedding_Dim0,Embedding_Dim1,Embedding_Dim2,Embedding_Dim3,Embedding_Dim4,Embedding_Dim5,Embedding_Dim6,Embedding_Dim7,Embedding_Dim8
A,0.8334751725196838,-0.8072550296783447,0.6198842525482178,1.0326415300369263,0.5025287866592407,1.0683611631393433,1.4618645906448364,2.622370481491089,0.2928431034088135
AAL,-0.332444429397583,1.5798163414001465,-1.0874247550964355,-2.914494276046753,2.7516982555389404,-1.121777057647705,0.34774595499038696,-1.3098492622375488,-0.4571404457092285
AAP,0.9738892316818237,1.2151074409484863,1.2524460554122925,-1.3428746461868286,2.837703227996826,1.819840669631958,1.3357808589935303,-1.930519938468933,-1.865710735321045
AAPL,1.099788784980774,0.11815349012613297,1.8070613145828247,0.04743960127234459,-0.6684491038322449,-1.700716257095337,0.551889955997467,3.3492374420166016,1.9397761821746826
ABC,1.0959323644638062,-0.8740836381912231,-0.00969674438238144,1.1373485326766968,0.9536546468734741,1.4229774475097656,2.114337205886841,2.056574821472168,-0.2528918385505676
ABMD,0.429187148809433,0.039022039622068405,-0.24898399412631989,0.2970641255378723,0.2226436585187912,0.5866773724555969,1.0128570795059204,1.1730388402938843,0.056225307285785675
ABT,0.3694097101688385,0.07547197490930557,-0.19835244119167328,0.2408122420310974,0.1881112903356552,0.4768260419368744,1.025603175163269,1.1568738222122192,-0.04034026712179184
ACN,1.1707077026367188,0.3403193950653076,1.4263607263565063,-0.4435062110424042,-0.07975159585475922,-1.6767951250076294,-0.5644112229347229,2.272179126739502,-0.2509475350379944
ADBE,4.715418815612793,1.8351118564605713,0.5020898580551147,0.36283257603645325,0.02402636967599392,-1.5744956731796265,-0.8347765803337097,3.497166395187378,-0.8472687005996704
ADI,-0.022171501070261,0.35783547163009644,-0.7725869417190552,-0.0522935651242733,0.9410284757614136,-2.152233123779297,0.45561107993125916,1.3616468906402588,2.355755090713501
ADM,-2.1461658477783203,1.433539628982544,0.506364107131958,-1.6828534603118896,1.1067111492156982,1.4235806465148926,1.612013578414917,-1.159712553024292,2.0216431617736816
ADP,3.1560864448547363,-0.34476014971733093,2.3557729721069336,0.17762140929698944,1.8977025747299194,-1.5904886722564697,-0.20286209881305695,0.2824632525444031,0.6829173564910889
ADS,2.844764471054077,0.4049912095069885,-0.23203997313976288,0.5714154243469238,1.7791885137557983,-2.430473804473877,-0.2995803654193878,1.8969343900680542,-1.1849300861358643
ADSK,3.3166236877441406,2.825634717941284,0.7116361260414124,-0.4001038372516632,1.2449164390563965,-2.4991681575775146,-1.5264121294021606,0.2822416424751282,0.18350379168987274
AEE,-0.8149271011352539,0.5519243478775024,-0.12860792875289917,0.22786812484264374,1.0311583280563354,2.6665797233581543,-0.6785457730293274,1.7311733961105347,-0.602362334728241
AEP,-0.5487532615661621,0.20722784101963043,0.03770719841122627,0.4729742407798767,1.2134588956832886,2.4681921005249023,-0.143618643283844,1.9481481313705444,-0.7810195684432983
AES,-1.5276106595993042,1.6883023977279663,-1.0458301305770874,0.577645480632782,0.8396328091621399,3.989919424057007,-0.043517518788576126,2.5608532428741455,-1.1942058801651
AFL,0.5762255191802979,-1.5912714004516602,0.34950393438339233,-0.29236045479774475,0.40706712007522583,-1.0579192638397217,4.0248799324035645,2.409054756164551,0.8291956186294556
AGI,-0.7605189681053162,1.925628900527954,0.6360631585121155,0.32068735361099243,3.4946370124816895,0.05161843076348305,-1.3561084270477295,-0.4505176544189453,-1.5171067714691162
AIG,0.18599295616149902,0.4971419870853424,1.6969337463378906,-0.6589864492416382,2.367828130722046,-2.8815464973449707,4.199926853179932,-0.09911787509918213,1.4089457988739014
AIZ,0.2792728543281555,0.559886634349823,1.71158766746521,-0.5555689930915833,2.3249011039733887,-2.8511133193969727,4.032663822174072,-0.14984862506389618,1.4740233421325684
AJG,0.22101451456546783,0.3925432860851288,1.9619665145874023,-0.6281790733337402,2.6690833568573,-3.189558982849121,3.609790563583374,-0.36185604333877563,1.9187816381454468
AKAM,2.2400925159454346,-0.25989148020744324,1.6932655572891235,2.569401741027832,3.57230806350708,-1.1273753643035889,-1.9895508289337158,0.9203425049781799,1.9414294958114624
ALB,0.41483360528945923,-1.1867802143096924,-1.5559359788894653,0.0020165867172181606,1.3273406028747559,0.5342761278152466,-0.2412509024143219,0.7505447268486023,0.5564982295036316
ALGN,1.2884092330932617,-0.9487771391868591,-0.5523653030395508,-2.006434440612793,0.18707077205181122,-0.5961165428161621,2.290726900100708,1.3844767808914185,1.0892689228057861
ALK,-0.18247202038764954,1.6391152143478394,-1.1527886390686035,-2.7263026237487793,2.7656397819519043,-1.1908677816390991,0.29807043075561523,-1.3603097200393677,-0.37421756982803345
ALL,0.9775205254554749,0.47840020060539246,0.5926679372787476,0.6044958829879761,1.8558214902877808,-1.8070068359375,2.539677143096924,-0.16258151829242706,0.7274119853973389
ALXN,1.5880217552185059,0.4689192771911621,-1.158023715019226,-0.10629978030920029,-1.0788933038711548,0.09888622909784317,1.9763110876083374,2.3673319816589355,2.1776156425476074
AMAT,-0.18517783284187317,0.5427417159080505,-0.9008790850639343,-0.304914265871048,1.0974557399749756,-2.717219591140747,0.8170010447502136,1.4783369302749634,2.8042280673980713
AMD,0.029243942350149155,0.2588313817977905,-0.7102651596069336,-0.10476136207580566,0.9464747309684753,-2.211108684539795,0.49987271428108215,1.382010817527771,2.335317850112915
AME,-2.3139569759368896,-0.22233973443508148,-3.366992950439453,-1.086883544921875,1.459620714187622,2.878983497619629,1.2464131116867065,0.6380078196525574,-2.022867202758789
AMGN,1.5747061967849731,0.41650500893592834,-1.4608677625656128,0.06773833930492401,-1.0071135759353638,0.2541561424732208,1.7827849388122559,2.4795403480529785,2.220822334289551
AMP,0.7032508850097656,-1.1384644508361816,2.146693468093872,-3.084153890609741,1.760296106338501,1.5737800598144531,0.936859667301178,0.051690723747015,0.3591087758541107
AMX,0.2641332745552063,1.8555471897125244,0.41995367407798767,3.0873160362243652,1.8895705938339233,-0.9985410571098328,-2.0560808181762695,2.7379143238067627,0.08522655069828033
AMZN,-1.2060045003890991,2.1353633403778076,-1.164093017578125,1.7748103141784668,0.867588996887207,-1.0261179208755493,-1.715032696723938,2.293076276779175,-0.18551546335220337
ANSS,3.619117021560669,3.0280985832214355,0.6287782192230225,-0.526841402053833,1.2515299320220947,-2.2658636569976807,-1.344095230102539,0.005391914397478104,0.16893647611141205
ANTM,1.7353624105453491,-1.5258710384368896,-0.5571873784065247,-1.7772016525268555,0.20648713409900665,0.3869054317474365,1.7675600051879883,1.4512193202972412,1.0456299781799316
AOS,2.7571609020233154,0.63029944896698,-1.8908352851867676,0.6172953248023987,1.364080548286438,-1.4395291805267334,-0.3845288157463074,-1.2200762033462524,1.8942776918411255
APD,-1.2234702110290527,2.39231276512146,-5.107447624206543,0.13205546140670776,2.3736376762390137,-0.9991624355316162,-0.5734838843345642,0.2575637996196747,0.4497831165790558
APH,-0.5269328951835632,-0.5485652685165405,0.6234217882156372,-0.165715754032135,0.7295246720314026,-1.6784600019454956,-3.667940855026245,5.108062744140625,0.2946058213710785
ARTNA,-2.717679262161255,1.0459436178207397,0.2828882038593292,-1.3122429847717285,2.182363271713257,3.1049935817718506,1.0984723567962646,-0.36323997378349304,-0.7123798727989197
ASH,0.3074735105037689,-1.32422935962677,-1.780555248260498,-0.16975069046020508,1.5092332363128662,0.7787919640541077,-0.2542063593864441,0.7883379459381104,0.6917333602905273
ATNI,0.9850274920463562,0.3464266061782837,-1.2674392461776733,2.7115986347198486,2.095066785812378,0.30562201142311096,-2.0534110069274902,3.864650011062622,-1.5172908306121826
ATO,-3.0316545963287354,-0.13149689137935638,-2.8267881870269775,1.352280616760254,3.0670716762542725,1.750614881515503,-0.8490149974822998,2.5095114707946777,-1.8921105861663818
ATVI,3.2100181579589844,0.9104077219963074,-0.1339975893497467,-0.2107260823249817,0.08177709579467773,-1.662315011024475,-3.3367860317230225,2.334049940109253,1.4155783653259277
AUY,-0.7609965205192566,2.0458734035491943,0.6707336902618408,0.31790900230407715,3.459794759750366,0.1527760922908783,-1.32606041431427,-0.41739681363105774,-1.5618951320648193
AVGO,-0.05524127930402756,0.34073033928871155,-0.7141760587692261,-0.017377126961946487,0.9474939107894897,-2.139907121658325,0.4746754765510559,1.3735897541046143,2.317692518234253
AVY,0.6453595161437988,0.27535101771354675,-0.6829977631568909,-0.27514293789863586,2.017862558364868,-1.0824896097183228,0.7399892807006836,-0.5903609991073608,-0.21995270252227783
AWK,-2.762880325317383,0.9360223412513733,0.07409770786762238,-1.316374659538269,2.23899507522583,3.169924020767212,1.1011762619018555,-0.380005806684494,-0.6343845129013062
AZO,2.1138758659362793,0.5885254740715027,0.7065907120704651,-0.4791022837162018,2.475764036178589,1.9141021966934204,1.3259702920913696,-1.7826030254364014,-1.707598328590393
BA,-0.3212512135505676,2.3873095512390137,-0.7622837424278259,-0.6397080421447754,2.4945411682128906,-1.170911192893982,0.33759498596191406,-1.8366270065307617,0.7239583730697632
BAX,0.43854302167892456,0.06189564988017082,-0.26093393564224243,0.24738866090774536,0.14751380681991577,0.7153270840644836,1.108920693397522,1.387514352798462,-0.09278552234172821
BBL,-0.512529194355011,1.9758912324905396,-1.8626757860183716,0.7099211812019348,3.5551273822784424,-0.34500327706336975,-1.1746915578842163,-0.21847541630268097,-2.115156650543213
BCPC,0.2367781698703766,-0.9442501068115234,-1.346360206604004,-0.0842888280749321,1.1532753705978394,0.5467137694358826,-0.1840321123600006,0.6022161841392517,0.6153022646903992
BDX,0.4444299042224884,0.1095317155122757,-0.18920578062534332,0.20757897198200226,0.1276315450668335,0.5714183449745178,1.1773643493652344,1.2463053464889526,-0.04345095530152321
BEN,0.6595613360404968,-1.1325573921203613,2.2253224849700928,-3.10253643989563,1.840478539466858,1.5980032682418823,0.9712700843811035,0.007733539678156376,0.39151784777641296
BF.B,0.02729947119951248,-0.38765183091163635,-2.9513580799102783,1.6401855945587158,2.5758657455444336,2.715874433517456,-0.8985457420349121,-0.8187358975410461,2.232149600982666
BG,-1.5711489915847778,2.1460704803466797,0.18136551976203918,-1.9335286617279053,0.6166876554489136,1.2040857076644897,1.751810073852539,-1.532904863357544,2.8967854976654053
BGS,-0.9455621242523193,0.6961668133735657,0.45825543999671936,-0.5426927804946899,1.3467090129852295,2.531299591064453,0.41634711623191833,-0.9985412359237671,0.8485632538795471
BIDU,2.91857647895813,0.21229605376720428,-1.8299833536148071,0.08888942003250122,-0.5877582430839539,-0.2862218916416168,-3.2216439247131348,4.438559532165527,1.2014439105987549
BIIB,1.4764882326126099,0.38727429509162903,-1.3523558378219604,0.012000949122011662,-0.9800231456756592,0.19831474125385284,1.8305808305740356,2.3253962993621826,2.1236155033111572
BIP,-0.7570241689682007,0.5745269060134888,-0.024367805570364,0.25650960206985474,0.965820848941803,2.6014976501464844,-0.6661006808280945,1.6806608438491821,-0.5387481451034546
BKNG,-2.2241196632385254,1.8807421922683716,-2.3078579902648926,-2.2149553298950195,1.8747187852859497,0.9901925921440125,-1.856856107711792,-0.9694806933403015,0.20241039991378784
BLK,0.547042965888977,-1.201741099357605,2.0719008445739746,-3.1271421909332275,1.931084156036377,1.8407167196273804,0.9001138806343079,-0.07159629464149475,0.3404209613800049
BLL,1.7193410396575928,1.1441155672073364,-1.665137529373169,0.4187059700489044,1.0058494806289673,-0.223911315202713,1.263008713722229,0.451837956905365,-1.0194586515426636
BMY,1.6450263261795044,0.4298405647277832,-1.4097051620483398,-0.20961160957813263,-1.0760746002197266,0.07562645524740219,2.062654972076416,2.4258816242218018,2.0370404720306396
BP,0.7167746424674988,-2.101854085922241,-4.039686679840088,0.37571945786476135,2.068362236022949,0.2674929201602936,0.5076737403869629,1.1839227676391602,0.8045781850814819
BR,1.9123114347457886,0.22019317746162415,2.009599447250366,-1.9722607135772705,0.015470709651708603,-1.3241087198257446,2.8249361515045166,0.40141597390174866,0.9949149489402771
BRK.B,-0.7816632390022278,0.02638242579996586,4.389645099639893,-5.364481449127197,2.1575522422790527,-1.712119698524475,3.6318273544311523,1.5214805603027344,0.41140368580818176
BSX,0.528174102306366,-0.0017652753740549088,-0.17770090699195862,0.2125171273946762,0.22161448001861572,0.4961736798286438,1.112412691116333,1.1660643815994263,-0.020200584083795547
BTI,2.051625967025757,0.8693442940711975,-1.6445891857147217,1.8000797033309937,-0.04059695079922676,4.696904182434082,0.36510223150253296,1.7108128070831299,1.8380610942840576
BWA,4.1743083000183105,2.3982484340667725,2.9894585609436035,-1.6894783973693848,3.4949352741241455,6.3399553298950195,3.1251039505004883,-1.160863995552063,-4.628268718719482
CAG,-0.9730198979377747,0.6770108938217163,0.5156458020210266,-0.680720329284668,1.2490754127502441,2.2502217292785645,0.4793623685836792,-0.9581955075263977,0.796147346496582
CAH,1.0884541273117065,-0.9207733273506165,0.1237315833568573,1.1064026355743408,0.969247579574585,1.3225868940353394,2.1863315105438232,2.0331029891967773,-0.3050837218761444
CASY,0.35796287655830383,1.014707326889038,0.21482981741428375,0.6745087504386902,0.5765649080276489,4.631734848022461,-0.5654296278953552,-0.2083950936794281,2.4826557636260986
CAT,3.232647180557251,0.22553163766860962,-1.1050411462783813,0.19025887548923492,1.7347785234451294,-0.9354245662689209,-1.1138958930969238,-1.599713921546936,1.619284987449646
CB,0.9664425849914551,0.49267709255218506,0.6174489855766296,0.6216911673545837,1.8308736085891724,-1.7980148792266846,2.4154975414276123,-0.2902912199497223,0.8189241290092468
CCK,1.5686404705047607,1.1086097955703735,-1.5425984859466553,0.4935442805290222,0.9939178228378296,-0.16410839557647705,1.2563599348068237,0.38045141100883484,-0.9999389052391052
CCL,-0.7625226974487305,0.8332043290138245,-3.0692973136901855,-2.4581432342529297,3.036208391189575,-0.43280258774757385,-2.947309732437134,-0.4073786735534668,0.10510241240262985
CCOI,0.7825201153755188,-0.005282896105200052,0.03866200149059296,2.7708888053894043,3.6012823581695557,-1.4714343547821045,-2.2562167644500732,3.355531930923462,-1.0730944871902466
CDNS,2.4010884761810303,0.32723677158355713,0.6288791298866272,0.03364717587828636,0.9462601542472839,-3.365899085998535,-0.07310831546783447,1.997132420539856,2.245478391647339
CE,0.2852676212787628,-1.2232160568237305,-1.7072769403457642,-0.09672346711158752,1.406372308731079,0.6975826025009155,-0.2665008306503296,0.7673789262771606,0.6053478717803955
CENT,-0.3922058641910553,1.7449222803115845,-1.3843605518341064,1.3874701261520386,1.640890121459961,-0.4066556692123413,2.286743402481079,-2.004741668701172,3.2718472480773926
CERN,0.9760336875915527,1.6714205741882324,1.351422667503357,0.28964558243751526,-1.1032909154891968,0.928834855556488,4.806084632873535,3.3115015029907227,0.869431734085083
CF,-2.6122257709503174,1.456957221031189,0.5887839198112488,-2.2066783905029297,1.5040614604949951,1.8961002826690674,1.7611948251724243,-1.245792031288147,2.2157318592071533
CHD,0.9021223783493042,0.9457626342773438,-1.4154973030090332,2.229872465133667,1.5230181217193604,-0.6902515292167664,1.5587328672409058,-0.3243062198162079,1.8313356637954712
CHRW,0.3793545961380005,1.8241688013076782,-1.724684476852417,-2.585207223892212,1.8082445859909058,-1.3922027349472046,2.176020383834839,-1.486336350440979,0.5243503451347351
CI,1.4530137777328491,-0.317149817943573,-0.9992267489433289,0.3168674111366272,0.43485650420188904,-0.24314644932746887,2.473217010498047,1.9080629348754883,-0.1281479448080063
CINF,1.132222294807434,0.4503211975097656,0.8468946218490601,0.5745123624801636,1.9008214473724365,-1.9390389919281006,2.4570820331573486,-0.24386371672153473,0.7174005508422852
CL,1.1141393184661865,0.41605767607688904,-1.5807454586029053,3.0653176307678223,1.1948463916778564,-0.06548458337783813,1.2813280820846558,0.835908830165863,2.5885932445526123
CLNE,-0.25628662109375,0.5358403921127319,-1.7597792148590088,-1.5826828479766846,2.709268569946289,-0.16492031514644623,2.4958083629608154,-0.5065732598304749,-2.106818675994873
CLPHY,-0.5086145997047424,0.20753273367881775,0.02402273379266262,0.4839463531970978,1.1616132259368896,2.435103178024292,-0.28440675139427185,2.0791614055633545,-0.7765706777572632
CLX,0.9418056011199951,0.8157463073730469,-1.3819994926452637,2.1077721118927,1.4971529245376587,-0.6638835668563843,1.7298787832260132,-0.25292104482650757,1.791799783706665
CMC,-0.2173832654953003,1.3082168102264404,-1.4317089319229126,0.6629773378372192,3.1917765140533447,-0.06829264760017395,-1.0737167596817017,-0.06905096769332886,-2.0072505474090576
CMCL,-0.6960685849189758,1.9492255449295044,0.48078301548957825,0.3284662365913391,3.5679454803466797,0.06141892448067665,-1.3828208446502686,-0.465971440076828,-1.6018799543380737
CMCSA,0.5796683430671692,1.1252100467681885,0.7251712679862976,1.374124526977539,2.4054040908813477,-0.6540218591690063,-4.845483779907227,1.6207772493362427,1.8523427248001099
CME,-0.7104790210723877,0.9306355118751526,1.6899785995483398,-1.3453627824783325,1.1444703340530396,-1.3502362966537476,1.4882313013076782,0.10289544612169266,1.154443383216858
CMG,-1.224394679069519,1.7860398292541504,-0.08326198905706406,-1.4767435789108276,1.7548421621322632,2.1995410919189453,-0.30471324920654297,-1.6799603700637817,0.5649097561836243
CMI,3.231456995010376,0.14200444519519806,-1.115046501159668,0.1834253966808319,1.514802098274231,-0.7407510876655579,-1.0859577655792236,-1.5386987924575806,1.6829034090042114
CMS,-0.5987599492073059,0.5149720311164856,-0.007204499561339617,0.35177597403526306,1.0462092161178589,2.664569139480591,-0.7929949164390564,1.8162897825241089,-0.5588904619216919
CNC,1.6165220737457275,-1.6339582204818726,-0.5050731897354126,-1.8604516983032227,0.3565647006034851,-0.017024649307131767,1.886840581893921,1.390596628189087,1.2415904998779297
CNK,-0.9648655652999878,3.2581698894500732,-0.13973720371723175,-0.44594240188598633,1.209828495979309,-0.16410517692565918,-4.127011299133301,1.2908350229263306,1.2528105974197388
CNP,-0.5966481566429138,0.5324899554252625,-0.04023048281669617,0.2618703842163086,0.9778897166252136,2.7145156860351562,-0.7416660189628601,1.7292652130126953,-0.4508471190929413
CNX,-0.7526198625564575,-0.17565986514091492,-2.740612745285034,0.23581314086914062,2.18347430229187,-0.616972029209137,1.0998388528823853,0.6019085645675659,0.036442629992961884
COG,-0.6864960789680481,-0.08253352344036102,-2.7802889347076416,0.19831636548042297,2.124478578567505,-0.6789344549179077,1.1574937105178833,0.6103823184967041,-0.005253417417407036
COO,1.2516952753067017,-0.927460253238678,-0.4734848737716675,-1.881395697593689,0.24944835901260376,-0.6290166974067688,2.143620491027832,1.2471643686294556,1.057748556137085
COP,-0.7794923186302185,-0.10839016735553741,-2.747436761856079,0.24861501157283783,2.2083969116210938,-0.6263364553451538,1.2077628374099731,0.7062258720397949,-0.019237520173192024
COST,-2.8387503623962402,1.7787449359893799,-0.08428601920604706,1.241999864578247,1.8682650327682495,2.488321542739868,-0.7804287075996399,0.07178366929292679,2.3177638053894043
CPB,-0.9556822776794434,0.6532183885574341,0.4439118206501007,-0.4911608397960663,1.2096819877624512,2.224233627319336,0.4503284990787506,-0.8809812664985657,0.8850876688957214
CPE,-0.6017247438430786,-0.12211071699857712,-2.7772409915924072,0.14738312363624573,2.219669818878174,-0.633396327495575,1.1421369314193726,0.650953471660614,-0.0776519849896431
CPRT,-0.020749496296048164,2.4933228492736816,-1.857505202293396,1.1959412097930908,1.7652437686920166,0.017297111451625824,0.6085982918739319,-1.1679561138153076,0.12983135879039764
CPYYY,-0.7457339763641357,0.5528188347816467,-0.10463279485702515,0.28574541211128235,1.0907396078109741,2.6659114360809326,-0.6773515343666077,1.7994539737701416,-0.5428155064582825
CRM,4.352183818817139,0.11001208424568176,-0.1883641928434372,1.2628567218780518,0.920881986618042,-2.122757911682129,-1.1137176752090454,2.999695062637329,0.47337234020233154
CSCO,0.22545702755451202,-0.7704516053199768,1.4625204801559448,-0.32828718423843384,0.9166173934936523,-1.1525745391845703,-3.3502461910247803,4.057613372802734,0.19850318133831024
CSX,0.8858728408813477,0.6830894351005554,-0.5422223806381226,-2.469794988632202,3.136043071746826,0.15427030622959137,0.2987351715564728,-1.3296935558319092,-1.935662865638733
CTAS,-0.048752445727586746,2.471830368041992,-1.7790669202804565,1.1487860679626465,1.782667875289917,0.011901946738362312,0.5232563018798828,-1.2208455801010132,0.22353658080101013
CTL,0.9122743606567383,0.9660637378692627,1.3433891534805298,3.0007920265197754,2.7017555236816406,-0.8454820513725281,-2.636141300201416,3.5325756072998047,-0.9193332195281982
CTSH,1.052982211112976,-0.46826353669166565,1.7021032571792603,-0.1756247580051422,-0.16356651484966278,-1.367531418800354,0.28349220752716064,2.6603267192840576,0.26600760221481323
CTXS,3.567519187927246,0.6888443827629089,0.7035955786705017,1.9717966318130493,1.4010065793991089,-2.0838119983673096,-1.075209379196167,2.3338351249694824,0.7287017107009888
CVS,1.3782334327697754,-0.29175588488578796,-0.6611138582229614,0.23496748507022858,0.39131924510002136,-0.10179001837968826,2.4944868087768555,2.038501024246216,-0.26176154613494873
CVX,-0.4222800135612488,-0.8952679634094238,-3.3969919681549072,0.2658197581768036,2.252676486968994,-0.265410840511322,1.0768084526062012,1.0119802951812744,0.13147222995758057
CWCO,-2.6848645210266113,1.1074527502059937,0.33134952187538147,-1.2785296440124512,2.17893123626709,3.0962717533111572,1.174541711807251,-0.444167822599411,-0.6728696227073669
CXO,-0.7362536191940308,-0.13409356772899628,-2.7639589309692383,0.18825486302375793,2.1276698112487793,-0.485568642616272,1.0742127895355225,0.661749005317688,-0.09984536468982697
DAL,-0.30670270323753357,1.6018316745758057,-1.1320785284042358,-2.9136478900909424,2.83919358253479,-1.163877248764038,0.35174891352653503,-1.412069320678711,-0.3862743079662323
